month,year,month_num,quarter_label,year_quarter,region,region_abbr,region_group,geo_level,industry,measure,value,status,data_available
2016-03,2016,3,Q1,2016-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,1260.0,,1
2016-03,2016,3,Q1,2016-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,730.0,,1
2016-03,2016,3,Q1,2016-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Entrants,406.0,,1
2016-03,2016,3,Q1,2016-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,798.0,,1
2016-03,2016,3,Q1,2016-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Exits,462.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,123117.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,6389.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,116770.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,6975.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,4189.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Entrants,2200.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,4365.0,,1
2016-03,2016,3,Q1,2016-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Exits,2610.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Active businesses,141412.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Opening businesses,6984.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Continuing businesses,134684.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Closing businesses,6709.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Reopening businesses,4277.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Entrants,2707.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Temporary closures,4274.0,,1
2016-03,2016,3,Q1,2016-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Exits,2435.0,,1
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Active businesses,1272.0,,1
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Opening businesses,72.0,,1
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Continuing businesses,1202.0,,1
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Closing businesses,74.0,,1
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-03,2016,3,Q1,2016-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Active businesses,1018.0,,1
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Opening businesses,49.0,,1
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Continuing businesses,970.0,,1
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Closing businesses,48.0,,1
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-03,2016,3,Q1,2016-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Active businesses,350.0,,1
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Opening businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Continuing businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Closing businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Active businesses,882260.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Opening businesses,41847.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Continuing businesses,840745.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Closing businesses,39133.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Reopening businesses,26010.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Entrants,15837.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Temporary closures,24997.0,,1
2016-04,2016,4,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Exits,14136.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,14329.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,751.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,13592.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,709.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,520.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Entrants,231.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,470.0,,1
2016-04,2016,4,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Exits,239.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,3676.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,220.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,3463.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,181.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,146.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Entrants,74.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,128.0,,1
2016-04,2016,4,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Exits,53.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,19935.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,978.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,19013.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,832.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,636.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Entrants,342.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,543.0,,1
2016-04,2016,4,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Exits,289.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,17559.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,816.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,16741.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,774.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,529.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Entrants,287.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,529.0,,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Exits,245.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Active businesses,187613.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Opening businesses,7211.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Continuing businesses,180747.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Closing businesses,6570.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Reopening businesses,4414.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Entrants,2797.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Temporary closures,4173.0,,1
2016-04,2016,4,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Exits,2397.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Active businesses,332815.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Opening businesses,16234.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Continuing businesses,316651.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Closing businesses,14585.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Reopening businesses,9914.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Entrants,6320.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Temporary closures,9331.0,,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Exits,5254.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,27332.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,1216.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,26114.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,1152.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,761.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Entrants,455.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,782.0,,1
2016-04,2016,4,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Exits,370.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Active businesses,25219.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,1197.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,24029.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,1220.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,784.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Entrants,413.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,762.0,,1
2016-04,2016,4,Q2,2016-Q2,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Exits,458.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,122846.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,6651.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,116312.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,6863.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,4367.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Entrants,2284.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,4287.0,,1
2016-04,2016,4,Q2,2016-Q2,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Exits,2576.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Active businesses,141803.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Opening businesses,7043.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Continuing businesses,134784.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Closing businesses,6477.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Reopening businesses,4318.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Entrants,2725.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Temporary closures,4085.0,,1
2016-04,2016,4,Q2,2016-Q2,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Exits,2392.0,,1
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Active businesses,1290.0,,1
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Opening businesses,81.0,,1
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Continuing businesses,1210.0,,1
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Closing businesses,66.0,,1
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-04,2016,4,Q2,2016-Q2,Yukon,YT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Active businesses,1007.0,,1
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Opening businesses,44.0,,1
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Continuing businesses,962.0,,1
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Closing businesses,62.0,,1
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-04,2016,4,Q2,2016-Q2,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Active businesses,347.0,,1
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Opening businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Continuing businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Closing businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Active businesses,881282.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Opening businesses,39977.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Continuing businesses,841705.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Closing businesses,39755.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Reopening businesses,24106.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Entrants,15871.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Temporary closures,23534.0,,1
2016-05,2016,5,Q2,2016-Q2,Canada,CA,National,National,Business sector industries [T004],Exits,16221.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,14325.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,686.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,13636.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,680.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,437.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Entrants,249.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,444.0,,1
2016-05,2016,5,Q2,2016-Q2,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Exits,236.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,3675.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,201.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,3471.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,196.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,133.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Entrants,68.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,134.0,,1
2016-05,2016,5,Q2,2016-Q2,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Exits,62.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,19870.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,823.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,19057.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,861.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,535.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Entrants,288.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,480.0,,1
2016-05,2016,5,Q2,2016-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Exits,381.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,17549.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,779.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,16778.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,784.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,489.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Entrants,290.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,482.0,,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Exits,302.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Active businesses,187845.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Opening businesses,6982.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Continuing businesses,180867.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Closing businesses,6871.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Reopening businesses,4093.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Entrants,2889.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Temporary closures,3799.0,,1
2016-05,2016,5,Q2,2016-Q2,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Exits,3072.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Active businesses,333158.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Opening businesses,15744.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Continuing businesses,317479.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Closing businesses,14733.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Reopening businesses,9408.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Entrants,6336.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Temporary closures,8704.0,,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Exits,6029.0,,1
2016-05,2016,5,Q2,2016-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,27408.0,,1
