month,year,month_num,quarter_label,year_quarter,region,region_abbr,region_group,geo_level,industry,active_businesses,opening_businesses,continuing_businesses,closing_businesses,reopening_businesses,entrants,temporary_closures,exits,net_openings,gross_churn,closure_to_opening_ratio,entrant_share_of_openings,reopening_share_of_openings,exit_share_of_closings,temporary_closure_share_of_closings,formula_check_opening_eq_entrants_plus_reopening,formula_check_closing_eq_exits_plus_tempclosures,suppressed_measure_count,complete_row_all_8_measures
2021-11,2021,11,Q4,2021-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28205.0,1246.0,26920.0,1190.0,750.0,496.0,763.0,427.0,56.0,2436.0,0.9550561797752809,0.39807383627608345,0.6019261637239165,0.3588235294117647,0.6411764705882353,1,1,0,1
2021-12,2021,12,Q4,2021-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28289.0,1234.0,27036.0,1179.0,771.0,463.0,764.0,415.0,55.0,2413.0,0.9554294975688817,0.3752025931928687,0.6247974068071313,0.3519932145886344,0.6480067854113656,1,1,0,1
2022-01,2022,1,Q1,2022-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28470.0,1224.0,27206.0,1145.0,772.0,452.0,720.0,425.0,79.0,2369.0,0.9354575163398693,0.369281045751634,0.630718954248366,0.37117903930131,0.62882096069869,1,1,0,1
2022-02,2022,2,Q1,2022-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28381.0,1238.0,27161.0,1249.0,743.0,495.0,825.0,424.0,-11.0,2487.0,1.0088852988691437,0.3998384491114701,0.6001615508885298,0.33947157726180943,0.6605284227381906,1,1,0,1
2022-03,2022,3,Q1,2022-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28383.0,1222.0,27158.0,1235.0,739.0,483.0,762.0,473.0,-13.0,2457.0,1.0106382978723405,0.395253682487725,0.6047463175122749,0.38299595141700404,0.617004048582996,1,1,0,1
2022-04,2022,4,Q2,2022-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28374.0,1181.0,27198.0,1194.0,743.0,438.0,803.0,391.0,-13.0,2375.0,1.0110076206604572,0.37087214225232856,0.6291278577476714,0.3274706867671692,0.6725293132328308,1,1,0,1
2022-05,2022,5,Q2,2022-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28360.0,1188.0,27265.0,1221.0,783.0,405.0,783.0,438.0,-33.0,2409.0,1.0277777777777777,0.3409090909090909,0.6590909090909091,0.35872235872235875,0.6412776412776413,1,1,0,1
2022-06,2022,6,Q2,2022-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28411.0,1223.0,27214.0,1132.0,786.0,437.0,732.0,400.0,91.0,2355.0,0.9255928045789044,0.35731807031888796,0.642681929681112,0.35335689045936397,0.6466431095406361,1,1,0,1
2022-07,2022,7,Q3,2022-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28461.0,1331.0,27190.0,1256.0,812.0,519.0,742.0,514.0,75.0,2587.0,0.9436513899323816,0.3899323816679189,0.6100676183320811,0.40923566878980894,0.5907643312101911,1,1,0,1
2022-08,2022,8,Q3,2022-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28491.0,1226.0,27223.0,1197.0,744.0,482.0,758.0,439.0,29.0,2423.0,0.9763458401305057,0.3931484502446982,0.6068515497553018,0.366750208855472,0.633249791144528,1,1,0,1
2022-09,2022,9,Q3,2022-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28524.0,1210.0,27261.0,1182.0,758.0,452.0,749.0,433.0,28.0,2392.0,0.9768595041322314,0.37355371900826445,0.6264462809917355,0.3663282571912014,0.6336717428087987,1,1,0,1
2022-10,2022,10,Q4,2022-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28522.0,1233.0,27257.0,1251.0,736.0,497.0,730.0,521.0,-18.0,2484.0,1.0145985401459854,0.40308191403081917,0.5969180859691808,0.416466826538769,0.583533173461231,1,1,0,1
2022-11,2022,11,Q4,2022-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28487.0,1199.0,27251.0,1225.0,768.0,431.0,780.0,445.0,-26.0,2424.0,1.0216847372810676,0.359466221851543,0.640533778148457,0.363265306122449,0.636734693877551,1,1,0,1
2022-12,2022,12,Q4,2022-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28561.0,1238.0,27329.0,1153.0,772.0,466.0,688.0,465.0,85.0,2391.0,0.931340872374798,0.3764135702746365,0.6235864297253635,0.4032957502168257,0.5967042497831744,1,1,0,1
2023-01,2023,1,Q1,2023-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28762.0,1240.0,27485.0,1159.0,725.0,515.0,763.0,396.0,81.0,2399.0,0.9346774193548387,0.4153225806451613,0.5846774193548387,0.34167385677308026,0.6583261432269197,1,1,0,1
2023-02,2023,2,Q1,2023-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28607.0,1239.0,27391.0,1255.0,778.0,461.0,805.0,450.0,-16.0,2494.0,1.012913640032284,0.37207425343018563,0.6279257465698144,0.35856573705179284,0.6414342629482072,1,1,0,1
2023-03,2023,3,Q1,2023-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28532.0,1189.0,27351.0,1261.0,688.0,501.0,858.0,403.0,-72.0,2450.0,1.0605550883095038,0.4213624894869638,0.5786375105130361,0.31958762886597936,0.6804123711340206,1,1,0,1
2023-04,2023,4,Q2,2023-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28386.0,1278.0,27123.0,1459.0,797.0,481.0,967.0,492.0,-181.0,2737.0,1.1416275430359937,0.3763693270735524,0.6236306729264476,0.33721727210418095,0.662782727895819,1,1,0,1
2023-05,2023,5,Q2,2023-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28603.0,1414.0,27254.0,1213.0,881.0,533.0,747.0,466.0,201.0,2627.0,0.8578500707213579,0.37694483734087697,0.6230551626591231,0.3841714756801319,0.6158285243198681,1,1,0,1
2023-06,2023,6,Q2,2023-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28640.0,1317.0,27318.0,1283.0,793.0,524.0,799.0,484.0,34.0,2600.0,0.9741837509491268,0.39787395596051633,0.6021260440394837,0.37724084177708495,0.622759158222915,1,1,0,1
2023-07,2023,7,Q3,2023-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28649.0,1201.0,27471.0,1195.0,725.0,476.0,754.0,441.0,6.0,2396.0,0.9950041631973355,0.39633638634471274,0.6036636136552873,0.36903765690376567,0.6309623430962343,1,1,0,1
2023-08,2023,8,Q3,2023-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28649.0,1243.0,27397.0,1229.0,766.0,477.0,772.0,457.0,14.0,2472.0,0.9887369267900241,0.3837489943684634,0.6162510056315366,0.3718470301057771,0.628152969894223,1,1,0,1
2023-09,2023,9,Q3,2023-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28668.0,1287.0,27341.0,1266.0,764.0,523.0,745.0,521.0,21.0,2553.0,0.9836829836829837,0.4063714063714064,0.5936285936285937,0.41153238546603477,0.5884676145339652,1,1,0,1
2023-10,2023,10,Q4,2023-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28738.0,1226.0,27493.0,1143.0,739.0,487.0,753.0,390.0,83.0,2369.0,0.932300163132137,0.3972267536704731,0.6027732463295269,0.34120734908136485,0.6587926509186351,1,1,0,1
2023-11,2023,11,Q4,2023-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28771.0,1209.0,27535.0,1191.0,756.0,453.0,708.0,483.0,18.0,2400.0,0.9851116625310173,0.3746898263027295,0.6253101736972705,0.40554156171284633,0.5944584382871536,1,1,0,1
2023-12,2023,12,Q4,2023-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28752.0,1227.0,27532.0,1230.0,762.0,465.0,793.0,437.0,-3.0,2457.0,1.0024449877750612,0.37897310513447435,0.6210268948655256,0.35528455284552846,0.6447154471544716,1,1,0,1
2024-01,2024,1,Q1,2024-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28869.0,1237.0,27602.0,1219.0,804.0,433.0,683.0,536.0,18.0,2456.0,0.9854486661277284,0.35004042037186744,0.6499595796281326,0.43970467596390483,0.5602953240360952,1,1,0,1
2024-02,2024,2,Q1,2024-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28753.0,1262.0,27505.0,1268.0,775.0,487.0,759.0,509.0,-6.0,2530.0,1.0047543581616483,0.38589540412044376,0.6141045958795562,0.40141955835962145,0.5985804416403786,1,1,0,1
2024-03,2024,3,Q1,2024-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28713.0,1248.0,27468.0,1293.0,818.0,430.0,799.0,494.0,-45.0,2541.0,1.0360576923076923,0.34455128205128205,0.655448717948718,0.3820572312451663,0.6179427687548337,1,1,0,1
2024-04,2024,4,Q2,2024-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28708.0,1276.0,27440.0,1292.0,818.0,458.0,799.0,493.0,-16.0,2568.0,1.0125391849529781,0.35893416927899685,0.6410658307210031,0.3815789473684211,0.618421052631579,1,1,0,1
2024-05,2024,5,Q2,2024-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28732.0,1268.0,27500.0,1264.0,829.0,439.0,789.0,475.0,4.0,2532.0,0.9968454258675079,0.3462145110410095,0.6537854889589906,0.37579113924050633,0.6242088607594937,1,1,0,1
2024-06,2024,6,Q2,2024-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28710.0,1208.0,27516.0,1221.0,759.0,449.0,727.0,494.0,-13.0,2429.0,1.0107615894039734,0.3716887417218543,0.6283112582781457,0.4045864045864046,0.5954135954135954,1,1,0,1
2024-07,2024,7,Q3,2024-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28744.0,1229.0,27515.0,1218.0,816.0,413.0,710.0,508.0,11.0,2447.0,0.9910496338486574,0.3360455655004068,0.6639544344995931,0.41707717569786534,0.5829228243021346,1,1,0,1
2024-08,2024,8,Q3,2024-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28739.0,1320.0,27433.0,1299.0,773.0,547.0,773.0,526.0,21.0,2619.0,0.9840909090909091,0.41439393939393937,0.5856060606060606,0.4049268668206313,0.5950731331793687,1,1,0,1
2024-09,2024,9,Q3,2024-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28742.0,1244.0,27472.0,1245.0,822.0,422.0,756.0,489.0,-1.0,2489.0,1.0008038585209003,0.3392282958199357,0.6607717041800643,0.3927710843373494,0.6072289156626506,1,1,0,1
2024-10,2024,10,Q4,2024-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28757.0,1295.0,27455.0,1282.0,855.0,440.0,703.0,579.0,13.0,2577.0,0.9899613899613899,0.33976833976833976,0.6602316602316602,0.4516380655226209,0.5483619344773791,1,1,0,1
2024-11,2024,11,Q4,2024-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28893.0,1299.0,27580.0,1169.0,857.0,442.0,687.0,482.0,130.0,2468.0,0.8999230177059276,0.34026173979984603,0.6597382602001539,0.41231822070145424,0.5876817792985458,1,1,0,1
2024-12,2024,12,Q4,2024-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28762.0,1252.0,27499.0,1367.0,790.0,462.0,787.0,580.0,-115.0,2619.0,1.09185303514377,0.36900958466453676,0.6309904153354633,0.4242867593269934,0.5757132406730066,1,1,0,1
2025-01,2025,1,Q1,2025-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28813.0,1283.0,27528.0,1264.0,813.0,470.0,755.0,509.0,19.0,2547.0,0.9851909586905689,0.36632891660171474,0.6336710833982853,0.4026898734177215,0.5973101265822784,1,1,0,1
2025-02,2025,2,Q1,2025-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28803.0,1236.0,27579.0,1207.0,842.0,394.0,712.0,495.0,29.0,2443.0,0.9765372168284789,0.3187702265372168,0.6812297734627831,0.4101077050538525,0.5898922949461475,1,1,0,1
2025-03,2025,3,Q1,2025-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28900.0,1282.0,27629.0,1191.0,833.0,449.0,639.0,552.0,91.0,2473.0,0.9290171606864275,0.3502340093603744,0.6497659906396256,0.4634760705289673,0.5365239294710328,1,1,0,1
2025-04,2025,4,Q2,2025-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28965.0,1274.0,27704.0,1187.0,784.0,490.0,680.0,507.0,87.0,2461.0,0.9317111459968603,0.38461538461538464,0.6153846153846154,0.42712721145745575,0.5728727885425442,1,1,0,1
2025-05,2025,5,Q2,2025-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28942.0,1271.0,27703.0,1296.0,798.0,473.0,736.0,560.0,-25.0,2567.0,1.0196695515342251,0.37214791502753736,0.6278520849724626,0.43209876543209874,0.5679012345679012,1,1,0,1
2025-06,2025,6,Q2,2025-Q2,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28945.0,1264.0,27695.0,1249.0,817.0,447.0,739.0,510.0,15.0,2513.0,0.9881329113924051,0.3536392405063291,0.6463607594936709,0.40832666132906326,0.5916733386709367,1,1,0,1
2025-07,2025,7,Q3,2025-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28920.0,1393.0,27546.0,1448.0,838.0,555.0,,,-55.0,2841.0,1.0394831299353913,0.39842067480258436,0.6015793251974156,,,1,,0,0
2025-08,2025,8,Q3,2025-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28953.0,1250.0,27703.0,1183.0,887.0,363.0,,,67.0,2433.0,0.9464,0.2904,0.7096,,,1,,0,0
2025-09,2025,9,Q3,2025-Q3,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28991.0,1299.0,27678.0,1254.0,800.0,499.0,,,45.0,2553.0,0.9653579676674365,0.38414164742109314,0.6158583525789069,,,1,,0,0
2025-10,2025,10,Q4,2025-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],28877.0,1162.0,27676.0,1305.0,727.0,435.0,,,-143.0,2467.0,1.1230636833046472,0.3743545611015491,0.6256454388984509,,,1,,0,0
2025-11,2025,11,Q4,2025-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],29005.0,1384.0,27635.0,1247.0,871.0,513.0,,,137.0,2631.0,0.9010115606936416,0.3706647398843931,0.6293352601156069,,,1,,0,0
2025-12,2025,12,Q4,2025-Q4,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],29073.0,1334.0,27681.0,1289.0,862.0,472.0,,,45.0,2623.0,0.9662668665667167,0.3538230884557721,0.6461769115442278,,,1,,0,0
2015-01,2015,1,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17294.0,758.0,16538.0,746.0,494.0,264.0,487.0,259.0,12.0,1504.0,0.9841688654353562,0.3482849604221636,0.6517150395778364,0.34718498659517427,0.6528150134048257,1,1,0,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17314.0,760.0,16562.0,737.0,512.0,248.0,461.0,276.0,23.0,1497.0,0.9697368421052631,0.3263157894736842,0.6736842105263158,0.37449118046132973,0.6255088195386703,1,1,0,1
2015-03,2015,3,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17333.0,718.0,16611.0,705.0,468.0,250.0,444.0,261.0,13.0,1423.0,0.9818941504178273,0.34818941504178275,0.6518105849582173,0.3702127659574468,0.6297872340425532,1,1,0,1
2015-04,2015,4,Q2,2015-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17208.0,652.0,16581.0,761.0,389.0,263.0,470.0,291.0,-109.0,1413.0,1.1671779141104295,0.40337423312883436,0.5966257668711656,0.3823915900131406,0.6176084099868594,1,1,0,1
2015-05,2015,5,Q2,2015-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17359.0,866.0,16477.0,736.0,618.0,248.0,490.0,246.0,130.0,1602.0,0.8498845265588915,0.2863741339491917,0.7136258660508084,0.3342391304347826,0.6657608695652174,1,1,0,1
2015-06,2015,6,Q2,2015-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17334.0,702.0,16610.0,732.0,476.0,226.0,480.0,252.0,-30.0,1434.0,1.0427350427350428,0.32193732193732194,0.6780626780626781,0.3442622950819672,0.6557377049180327,1,1,0,1
2015-07,2015,7,Q3,2015-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17408.0,822.0,16624.0,729.0,522.0,300.0,483.0,246.0,93.0,1551.0,0.8868613138686131,0.36496350364963503,0.635036496350365,0.3374485596707819,0.6625514403292181,1,1,0,1
2015-08,2015,8,Q3,2015-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17422.0,750.0,16663.0,741.0,485.0,265.0,485.0,256.0,9.0,1491.0,0.988,0.35333333333333333,0.6466666666666666,0.34547908232118757,0.6545209176788124,1,1,0,1
2015-09,2015,9,Q3,2015-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17484.0,735.0,16747.0,685.0,510.0,225.0,427.0,258.0,50.0,1420.0,0.9319727891156463,0.30612244897959184,0.6938775510204082,0.37664233576642336,0.6233576642335766,1,1,0,1
2015-10,2015,10,Q4,2015-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17483.0,785.0,16702.0,763.0,464.0,321.0,511.0,252.0,22.0,1548.0,0.9719745222929936,0.4089171974522293,0.5910828025477707,0.3302752293577982,0.6697247706422018,1,1,0,1
2015-11,2015,11,Q4,2015-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17518.0,753.0,16748.0,721.0,474.0,279.0,477.0,244.0,32.0,1474.0,0.9575033200531209,0.3705179282868526,0.6294820717131474,0.33841886269070737,0.6615811373092927,1,1,0,1
2015-12,2015,12,Q4,2015-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17510.0,711.0,16793.0,727.0,445.0,266.0,475.0,252.0,-16.0,1438.0,1.0225035161744023,0.37412095639943743,0.6258790436005626,0.3466299862448418,0.6533700137551581,1,1,0,1
2016-01,2016,1,Q1,2016-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17525.0,776.0,16741.0,765.0,491.0,285.0,491.0,274.0,11.0,1541.0,0.9858247422680413,0.36726804123711343,0.6327319587628866,0.3581699346405229,0.6418300653594772,1,1,0,1
2016-02,2016,2,Q1,2016-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17505.0,783.0,16725.0,801.0,494.0,289.0,556.0,245.0,-18.0,1584.0,1.0229885057471264,0.36909323116219667,0.6309067688378033,0.30586766541822724,0.6941323345817728,1,1,0,1
2016-03,2016,3,Q1,2016-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17514.0,758.0,16741.0,761.0,482.0,276.0,489.0,272.0,-3.0,1519.0,1.0039577836411608,0.3641160949868074,0.6358839050131926,0.35742444152431013,0.6425755584756899,1,1,0,1
2016-04,2016,4,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17559.0,816.0,16741.0,774.0,529.0,287.0,529.0,245.0,42.0,1590.0,0.9485294117647058,0.35171568627450983,0.6482843137254902,0.3165374677002584,0.6834625322997416,1,1,0,1
2016-05,2016,5,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17549.0,779.0,16778.0,784.0,489.0,290.0,482.0,302.0,-5.0,1563.0,1.006418485237484,0.3722721437740693,0.6277278562259306,0.3852040816326531,0.6147959183673469,1,1,0,1
2016-06,2016,6,Q2,2016-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17506.0,666.0,16848.0,684.0,443.0,223.0,474.0,210.0,-18.0,1350.0,1.027027027027027,0.33483483483483484,0.6651651651651652,0.30701754385964913,0.6929824561403509,1,1,0,1
2016-07,2016,7,Q3,2016-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17548.0,888.0,16703.0,874.0,583.0,305.0,479.0,395.0,14.0,1762.0,0.9842342342342343,0.34346846846846846,0.6565315315315315,0.45194508009153317,0.5480549199084668,1,1,0,1
2016-08,2016,8,Q3,2016-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17559.0,751.0,16789.0,759.0,444.0,307.0,472.0,287.0,-8.0,1510.0,1.0106524633821572,0.40878828229027964,0.5912117177097204,0.37812911725955206,0.621870882740448,1,1,0,1
2016-09,2016,9,Q3,2016-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17507.0,716.0,16782.0,785.0,482.0,234.0,537.0,248.0,-69.0,1501.0,1.0963687150837989,0.3268156424581006,0.6731843575418994,0.3159235668789809,0.6840764331210191,1,1,0,1
2016-10,2016,10,Q4,2016-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17471.0,754.0,16705.0,768.0,468.0,286.0,480.0,288.0,-14.0,1522.0,1.0185676392572944,0.3793103448275862,0.6206896551724138,0.375,0.625,1,1,0,1
2016-11,2016,11,Q4,2016-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17447.0,805.0,16643.0,799.0,452.0,353.0,508.0,291.0,6.0,1604.0,0.9925465838509316,0.43850931677018634,0.5614906832298137,0.3642052565707134,0.6357947434292867,1,1,0,1
2016-12,2016,12,Q4,2016-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17472.0,800.0,16673.0,769.0,505.0,295.0,502.0,267.0,31.0,1569.0,0.96125,0.36875,0.63125,0.3472041612483745,0.6527958387516255,1,1,0,1
2017-01,2017,1,Q1,2017-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17510.0,789.0,16725.0,746.0,486.0,303.0,478.0,268.0,43.0,1535.0,0.9455006337135615,0.3840304182509506,0.6159695817490495,0.35924932975871315,0.6407506702412868,1,1,0,1
2017-02,2017,2,Q1,2017-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17479.0,720.0,16759.0,758.0,455.0,265.0,457.0,301.0,-38.0,1478.0,1.0527777777777778,0.3680555555555556,0.6319444444444444,0.3970976253298153,0.6029023746701847,1,1,0,1
2017-03,2017,3,Q1,2017-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17443.0,768.0,16667.0,802.0,501.0,267.0,531.0,271.0,-34.0,1570.0,1.0442708333333333,0.34765625,0.65234375,0.33790523690773067,0.6620947630922693,1,1,0,1
2017-04,2017,4,Q2,2017-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17416.0,748.0,16667.0,772.0,491.0,257.0,489.0,283.0,-24.0,1520.0,1.032085561497326,0.34358288770053474,0.6564171122994652,0.36658031088082904,0.633419689119171,1,1,0,1
2017-05,2017,5,Q2,2017-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17415.0,769.0,16682.0,707.0,491.0,278.0,451.0,256.0,62.0,1476.0,0.9193758127438232,0.36150845253576075,0.6384915474642393,0.3620933521923621,0.637906647807638,1,1,0,1
2017-06,2017,6,Q2,2017-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17497.0,807.0,16666.0,761.0,532.0,275.0,468.0,293.0,46.0,1568.0,0.942998760842627,0.34076827757125155,0.6592317224287485,0.38501971090670173,0.6149802890932983,1,1,0,1
2017-07,2017,7,Q3,2017-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17442.0,731.0,16777.0,794.0,477.0,254.0,518.0,276.0,-63.0,1525.0,1.0861833105335157,0.34746922024623805,0.652530779753762,0.34760705289672544,0.6523929471032746,1,1,0,1
2017-08,2017,8,Q3,2017-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17464.0,801.0,16641.0,795.0,557.0,244.0,531.0,264.0,6.0,1596.0,0.9925093632958801,0.3046192259675406,0.6953807740324595,0.3320754716981132,0.6679245283018868,1,1,0,1
2017-09,2017,9,Q3,2017-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17578.0,872.0,16697.0,765.0,593.0,279.0,480.0,285.0,107.0,1637.0,0.8772935779816514,0.31995412844036697,0.680045871559633,0.37254901960784315,0.6274509803921569,1,1,0,1
2017-10,2017,10,Q4,2017-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17493.0,702.0,16765.0,760.0,437.0,265.0,494.0,266.0,-58.0,1462.0,1.0826210826210827,0.37749287749287747,0.6225071225071225,0.35,0.65,1,1,0,1
2017-11,2017,11,Q4,2017-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17500.0,617.0,16858.0,644.0,423.0,194.0,469.0,175.0,-27.0,1261.0,1.0437601296596435,0.31442463533225284,0.6855753646677472,0.2717391304347826,0.7282608695652174,1,1,0,1
2017-12,2017,12,Q4,2017-Q4,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17454.0,757.0,16707.0,781.0,507.0,250.0,504.0,277.0,-24.0,1538.0,1.0317040951122853,0.33025099075297226,0.6697490092470277,0.3546734955185659,0.645326504481434,1,1,0,1
2018-01,2018,1,Q1,2018-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17404.0,740.0,16666.0,770.0,503.0,237.0,508.0,262.0,-30.0,1510.0,1.0405405405405406,0.3202702702702703,0.6797297297297298,0.34025974025974026,0.6597402597402597,1,1,0,1
2018-02,2018,2,Q1,2018-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17443.0,773.0,16683.0,733.0,506.0,267.0,475.0,258.0,40.0,1506.0,0.9482535575679172,0.34540750323415265,0.6545924967658473,0.3519781718963165,0.6480218281036835,1,1,0,1
2018-03,2018,3,Q1,2018-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17438.0,760.0,16655.0,770.0,486.0,274.0,473.0,297.0,-10.0,1530.0,1.013157894736842,0.3605263157894737,0.6394736842105263,0.38571428571428573,0.6142857142857143,1,1,0,1
2018-04,2018,4,Q2,2018-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17420.0,708.0,16689.0,727.0,452.0,256.0,448.0,279.0,-19.0,1435.0,1.0268361581920904,0.3615819209039548,0.6384180790960452,0.38376891334250346,0.6162310866574966,1,1,0,1
2018-05,2018,5,Q2,2018-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17279.0,705.0,16632.0,787.0,471.0,234.0,510.0,277.0,-82.0,1492.0,1.1163120567375886,0.33191489361702126,0.6680851063829787,0.3519695044472681,0.6480304955527318,1,1,0,1
2018-06,2018,6,Q2,2018-Q2,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17413.0,828.0,16559.0,754.0,588.0,240.0,517.0,237.0,74.0,1582.0,0.9106280193236715,0.2898550724637681,0.7101449275362319,0.31432360742705573,0.6856763925729443,1,1,0,1
2018-07,2018,7,Q3,2018-Q3,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],17451.0,711.0,16786.0,698.0,491.0,220.0,492.0,206.0,13.0,1409.0,0.9817158931082982,0.30942334739803096,0.6905766526019691,0.29512893982808025,0.7048710601719198,1,1,0,1
